"Type";"Coverage";"OdName";"AREA";"AreaName";"REG";"RegName";"DEV";"DevName";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"country";"criterion"
"Immigrants";"Both";"Seychelles";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"3";"3";"5";"5";"7";"9";"7";"10";"Ireland";"Residence"
"Immigrants";"Both";"Sierra Leone";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"18";"22";"15";"8";"11";"14";"13";"19";"Ireland";"Residence"
"Immigrants";"Both";"Singapore";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"161";"144";"102";"67";"93";"113";"111";"158";"Ireland";"Residence"
"Immigrants";"Both";"Slovakia";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"4495";"3468";"1533";"503";"447";"424";"500";"463";"Ireland";"Residence"
"Immigrants";"Both";"Slovenia";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"89";"63";"40";"46";"40";"36";"42";"42";"Ireland";"Residence"
"Immigrants";"Both";"Solomon Islands";"909";"Oceania";"928";"Melanesia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"1";"1";"0";"0";"0";"0";"0";"Ireland";"Residence"
"Immigrants";"Both";"Somalia";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"171";"205";"107";"31";"32";"37";"32";"46";"Ireland";"Residence"
"Immigrants";"Both";"South Africa";"903";"Africa";"913";"Southern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"987";"1043";"627";"249";"343";"394";"384";"522";"Ireland";"Residence"
"Immigrants";"Both";"Spain";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"3917";"3252";"3760";"2576";"2254";"2413";"2374";"2555";"Ireland";"Residence"
"Immigrants";"Both";"Sri Lanka";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"73";"64";"30";"12";"16";"17";"16";"22";"Ireland";"Residence"
"Immigrants";"Both";"State of Palestine";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"20";"19";"12";"5";"9";"11";"12";"18";"Ireland";"Residence"
"Immigrants";"Both";"Sudan";"903";"Africa";"912";"Northern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"237";"209";"119";"46";"62";"76";"74";"109";"Ireland";"Residence"
"Immigrants";"Both";"Swaziland";"903";"Africa";"913";"Southern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"8";"10";"9";"6";"9";"12";"13";"16";"Ireland";"Residence"
"Immigrants";"Both";"Sweden";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"858";"773";"818";"492";"393";"401";"393";"429";"Ireland";"Residence"
"Immigrants";"Both";"Switzerland";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"420";"442";"289";"158";"199";"229";"224";"324";"Ireland";"Residence"
"Immigrants";"Both";"Syrian Arab Republic";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"28";"31";"28";"20";"28";"40";"40";"46";"Ireland";"Residence"
"Immigrants";"Both";"Thailand";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"272";"226";"182";"130";"207";"241";"244";"360";"Ireland";"Residence"
"Immigrants";"Both";"The former Yugoslav Republic of Macedonia";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"9";"10";"8";"5";"9";"10";"10";"13";"Ireland";"Residence"
"Immigrants";"Both";"Timor-Leste";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"5";"5";"0";"0";"0";"0";"0";"0";"Ireland";"Residence"
"Immigrants";"Both";"Togo";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"18";"14";"9";"7";"9";"12";"10";"15";"Ireland";"Residence"
"Immigrants";"Both";"Tonga";"909";"Oceania";"957";"Polynesia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"3";"2";"0";"1";"1";"2";"1";"1";"Ireland";"Residence"
"Immigrants";"Both";"Trinidad and Tobago";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"18";"28";"22";"18";"18";"22";"17";"24";"Ireland";"Residence"
"Immigrants";"Both";"Tunisia";"903";"Africa";"912";"Northern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"24";"26";"21";"16";"20";"20";"20";"34";"Ireland";"Residence"
"Immigrants";"Both";"Turkey";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"149";"162";"131";"85";"110";"125";"133";"203";"Ireland";"Residence"
"Immigrants";"Both";"Turkmenistan";"935";"Asia";"5500";"Central Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"0";"0";"2";"2";"2";"2";"4";"Ireland";"Residence"
"Immigrants";"Both";"Uganda";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"49";"42";"49";"43";"58";"67";"67";"95";"Ireland";"Residence"
"Immigrants";"Both";"Ukraine";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"270";"262";"143";"57";"87";"102";"100";"146";"Ireland";"Residence"
"Immigrants";"Both";"United Arab Emirates";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"301";"271";"246";"185";"260";"301";"309";"444";"Ireland";"Residence"
"Immigrants";"Both";"United Kingdom of Great Britain and Northern Ireland";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"8100";"9900";"14200";"17600";"18700";"22700";"17500";"15200";"15600";"17600";"20300";"22100";"22300";"20800";"20600";"19100";"15800";"14600";"15600";"17994";"19542";"14966";"10085";"11798";"9524";"9342";"9407";"Ireland";"Residence"
"Immigrants";"Both";"United Republic of Tanzania";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"58";"62";"39";"25";"28";"29";"26";"37";"Ireland";"Residence"
"Immigrants";"Both";"United States of America";"905";"Northern America";"905";"Northern America";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"3000";"3400";"3100";"3900";"4300";"4600";"5000";"4300";"3800";"6400";"6700";"5100";"5900";"5500";"6700";"6600";"5300";"5300";"4800";"4911";"4905";"3415";"2043";"3012";"4710";"4007";"2806";"Ireland";"Residence"
"Immigrants";"Both";"Uruguay";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"42";"49";"53";"48";"54";"61";"59";"88";"Ireland";"Residence"
"Immigrants";"Both";"Uzbekistan";"935";"Asia";"5500";"Central Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"7";"8";"11";"10";"8";"8";"7";"11";"Ireland";"Residence"
"Immigrants";"Both";"Vanuatu";"909";"Oceania";"928";"Melanesia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"0";"0";"2";"2";"2";"2";"4";"Ireland";"Residence"
"Immigrants";"Both";"Venezuela (Bolivarian Republic of)";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"37";"33";"88";"103";"131";"137";"141";"232";"Ireland";"Residence"
"Immigrants";"Both";"Viet Nam";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"97";"80";"57";"39";"56";"63";"66";"102";"Ireland";"Residence"
"Immigrants";"Both";"Western Sahara";"903";"Africa";"912";"Northern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"0";"1";"2";"2";"2";"2";"3";"Ireland";"Residence"
"Immigrants";"Both";"Yemen";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"5";"6";"7";"6";"6";"9";"7";"9";"Ireland";"Residence"
"Immigrants";"Both";"Zambia";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"40";"42";"48";"33";"45";"51";"41";"54";"Ireland";"Residence"
"Immigrants";"Both";"Zimbabwe";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"182";"231";"128";"38";"52";"60";"59";"82";"Ireland";"Residence"
"Immigrants";"Both";"Unknown";"999";"World";"999";"World";"999";"World";"..";"..";"..";"..";"..";"..";"..";"5900";"5700";"9700";"11500";"10000";"13700";"12500";"10500";"18600";"15000";"18625";"20975";"23475";"31100";"37625";"36025";"37775";"58175";"81600";"407";"403";"279";"158";"224";"251";"253";"372";"Ireland";"Residence"
"Immigrants";"Both";"Total";"999";"World";"999";"World";"999";"World";"..";"..";"..";"..";"..";"..";"..";"17000";"19000";"27000";"33000";"33000";"41000";"35000";"30000";"38000";"39000";"45625";"48175";"51675";"57400";"64925";"61725";"58875";"78075";"102000";"139434";"122415";"82592";"50604";"52339";"53224";"54439";"59294";"Ireland";"Residence"
"Emigrants";"Both";"Afghanistan";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"3";"0";"..";"..";"1";"..";"0";"2";"10";"6";"18";"8";"12";"14";"16";"20";"18";"34";"Italy";"Residence"
"Emigrants";"Both";"Albania";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"175";"272";"412";"..";"..";"696";"..";"1126";"965";"800";"974";"1008";"865";"993";"1159";"1529";"1568";"1885";"2336";"Italy";"Residence"
"Emigrants";"Both";"Algeria";"903";"Africa";"912";"Northern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"222";"145";"126";"69";"63";"41";"50";"46";"49";"119";"..";"..";"168";"..";"157";"247";"115";"163";"153";"159";"196";"204";"204";"192";"202";"215";"Italy";"Residence"
"Emigrants";"Both";"Andorra";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"3";"11";"0";"..";"..";"0";"..";"0";"0";"1";"2";"1";"6";"13";"12";"4";"3";"7";"3";"Italy";"Residence"
"Emigrants";"Both";"Angola";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"42";"85";"90";"..";"..";"129";"..";"124";"201";"59";"50";"71";"36";"33";"33";"52";"39";"51";"42";"Italy";"Residence"
"Emigrants";"Both";"Antigua and Barbuda";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"3";"4";"0";"..";"..";"0";"..";"4";"4";"4";"2";"3";"2";"4";"4";"3";"7";"6";"9";"Italy";"Residence"
"Emigrants";"Both";"Argentina";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"862";"859";"910";"929";"1130";"1493";"1505";"1852";"1936";"1592";"1478";"2204";"..";"..";"2685";"..";"1976";"3005";"2223";"1926";"2404";"1530";"1735";"1630";"1078";"1257";"1730";"1877";"Italy";"Residence"
"Emigrants";"Both";"Armenia";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"4";"0";"..";"..";"6";"..";"7";"2";"0";"2";"5";"2";"11";"8";"10";"7";"19";"13";"Italy";"Residence"
"Emigrants";"Both";"Australia";"909";"Oceania";"927";"Australia and New Zealand";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"1372";"1246";"991";"894";"1243";"983";"888";"937";"847";"613";"597";"472";"..";"..";"546";"..";"378";"594";"752";"840";"1101";"837";"996";"911";"880";"984";"1434";"1654";"Italy";"Residence"
"Emigrants";"Both";"Austria";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"436";"404";"509";"562";"527";"584";"563";"472";"569";"516";"578";"572";"..";"..";"724";"..";"642";"812";"753";"725";"805";"831";"1042";"985";"1074";"1174";"1717";"1706";"Italy";"Residence"
"Emigrants";"Both";"Azerbaijan";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"18";"12";"0";"..";"..";"0";"..";"0";"0";"8";"3";"12";"2";"1";"1";"7";"8";"8";"46";"Italy";"Residence"
"Emigrants";"Both";"Bahamas";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"6";"7";"0";"..";"..";"0";"..";"2";"0";"3";"1";"3";"5";"5";"5";"3";"4";"6";"10";"Italy";"Residence"
"Emigrants";"Both";"Bahrain";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"4";"3";"0";"..";"..";"0";"..";"0";"2";"13";"10";"11";"31";"33";"28";"22";"25";"30";"30";"Italy";"Residence"
"Emigrants";"Both";"Bangladesh";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"10";"14";"114";"..";"..";"187";"..";"187";"368";"246";"417";"498";"560";"479";"554";"1040";"661";"755";"681";"Italy";"Residence"
"Emigrants";"Both";"Barbados";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"8";"0";"..";"..";"0";"..";"0";"0";"13";"0";"2";"4";"3";"2";"1";"2";"2";"8";"Italy";"Residence"
"Emigrants";"Both";"Belarus";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"12";"11";"1";"..";"..";"6";"..";"0";"11";"15";"19";"29";"14";"30";"38";"77";"64";"102";"88";"Italy";"Residence"
"Emigrants";"Both";"Belgium";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"2234";"1915";"1839";"3181";"2787";"4097";"3656";"2693";"3845";"2177";"1981";"1442";"..";"..";"1822";"..";"1376";"1779";"1711";"1653";"1811";"1487";"1650";"1536";"1621";"1994";"2459";"2804";"Italy";"Residence"
"Emigrants";"Both";"Belize";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"3";"0";"..";"..";"0";"..";"0";"0";"2";"2";"3";"3";"5";"5";"1";"0";"3";"1";"Italy";"Residence"
"Emigrants";"Both";"Benin";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"6";"15";"4";"..";"..";"2";"..";"2";"5";"16";"14";"6";"15";"7";"7";"27";"11";"24";"11";"Italy";"Residence"
"Emigrants";"Both";"Bhutan";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"5";"0";"..";"..";"0";"..";"0";"0";"0";"4";"0";"0";"2";"2";"2";"0";"1";"0";"Italy";"Residence"
"Emigrants";"Both";"Bolivia (Plurinational State of)";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"141";"115";"118";"..";"..";"133";"..";"97";"104";"55";"50";"75";"66";"87";"100";"114";"157";"197";"166";"Italy";"Residence"
"Emigrants";"Both";"Bosnia and Herzegovina";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"53";"204";"220";"..";"..";"104";"..";"75";"90";"91";"112";"112";"110";"133";"150";"234";"242";"285";"252";"Italy";"Residence"
"Emigrants";"Both";"Botswana";"903";"Africa";"913";"Southern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"2";"6";"0";"..";"..";"0";"..";"0";"0";"6";"1";"2";"2";"4";"4";"0";"5";"2";"0";"Italy";"Residence"
"Emigrants";"Both";"Brazil";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"623";"582";"557";"641";"562";"652";"668";"594";"636";"641";"770";"918";"..";"..";"1168";"..";"902";"1236";"1369";"1399";"2005";"2092";"2771";"2608";"2597";"2757";"3519";"4089";"Italy";"Residence"
"Emigrants";"Both";"Brunei Darussalam";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"12";"25";"0";"..";"..";"0";"..";"0";"0";"9";"12";"3";"2";"2";"2";"0";"4";"2";"4";"Italy";"Residence"
"Emigrants";"Both";"Bulgaria";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"193";"106";"125";"..";"..";"156";"..";"135";"197";"94";"167";"126";"305";"611";"690";"492";"465";"596";"863";"Italy";"Residence"
"Emigrants";"Both";"Burkina Faso";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"10";"12";"3";"..";"..";"7";"..";"14";"15";"15";"44";"34";"41";"40";"44";"54";"36";"55";"45";"Italy";"Residence"
"Emigrants";"Both";"Burundi";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"92";"46";"3";"..";"..";"5";"..";"0";"7";"13";"26";"8";"18";"25";"23";"12";"18";"17";"12";"Italy";"Residence"
"Emigrants";"Both";"Cabo Verde";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"8";"27";"10";"..";"..";"9";"..";"5";"18";"21";"22";"18";"15";"29";"24";"15";"35";"47";"55";"Italy";"Residence"
"Emigrants";"Both";"Cambodia";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"6";"0";"..";"..";"1";"..";"4";"0";"13";"13";"7";"3";"12";"12";"3";"16";"16";"14";"Italy";"Residence"
"Emigrants";"Both";"Cameroon";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"53";"51";"8";"..";"..";"18";"..";"17";"16";"122";"40";"97";"71";"63";"63";"38";"57";"43";"67";"Italy";"Residence"
"Emigrants";"Both";"Canada";"905";"Northern America";"905";"Northern America";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"1757";"1617";"1251";"1112";"1226";"934";"821";"975";"1082";"693";"706";"700";"..";"..";"812";"..";"553";"849";"1110";"893";"1247";"918";"836";"769";"634";"709";"947";"1219";"Italy";"Residence"
"Emigrants";"Both";"Central African Republic";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"5";"3";"0";"..";"..";"0";"..";"0";"2";"42";"12";"11";"10";"2";"2";"10";"5";"6";"3";"Italy";"Residence"
"Emigrants";"Both";"Chad";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"7";"16";"0";"..";"..";"1";"..";"0";"0";"12";"23";"5";"4";"1";"1";"2";"3";"7";"6";"Italy";"Residence"
"Emigrants";"Both";"Chile";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"149";"131";"119";"..";"..";"124";"..";"121";"206";"132";"139";"154";"151";"249";"229";"153";"208";"185";"275";"Italy";"Residence"
"Emigrants";"Both";"China (including Hong Kong Special Administrative Region)";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"624";"..";"888";"875";"811";"963";"1358";"1222";"1441";"1487";"1982";"2378";"2633";"2897";"Italy";"Residence"
"Emigrants";"Both";"China, Taiwan Province of China";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"..";"11";"16";"27";"23";"59";"10";"50";"54";"24";"30";"50";"57";"Italy";"Residence"
"Emigrants";"Both";"Colombia";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"155";"142";"154";"..";"..";"165";"..";"154";"249";"348";"286";"271";"336";"310";"315";"218";"341";"385";"548";"Italy";"Residence"
"Emigrants";"Both";"Comoros";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"2";"5";"0";"..";"..";"0";"..";"0";"0";"0";"2";"0";"0";"0";"0";"2";"1";"2";"0";"Italy";"Residence"
"Emigrants";"Both";"Congo";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"13";"27";"0";"..";"..";"0";"..";"3";"6";"51";"36";"37";"26";"50";"51";"41";"37";"68";"50";"Italy";"Residence"
"Emigrants";"Both";"Costa Rica";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"178";"132";"97";"..";"..";"108";"..";"92";"186";"94";"123";"92";"69";"137";"130";"146";"160";"195";"246";"Italy";"Residence"
